sku,rev,ord,rev_rank,ord_rank,low_rotation_flag,dead_flag
JNE3649-TP-N-XS,754.0,2,6289.0,5959.0,0,0
JNE3649-TP-N-XXL,377.0,1,6927.5,6746.5,0,1
JNE3651-TP-N-L,6889.33,15,2620.0,2166.0,0,0
JNE3651-TP-N-M,12925.0,24,1621.0,1377.5,0,0
JNE3651-TP-N-S,3077.0,6,4122.0,4040.0,0,0
JNE3651-TP-N-XL,8653.62,17,2246.0,1923.5,0,0
JNE3651-TP-N-XS,1017.0,3,5904.0,5335.5,0,0
JNE3651-TP-N-XXL,4960.0,9,3257.0,3188.5,0,0
JNE3652-TP-N-L,6422.0,21,2752.0,1576.5,0,0
JNE3652-TP-N-M,6432.0,19,2748.0,1731.0,0,0
JNE3652-TP-N-S,4728.0,14,3340.5,2308.0,0,0
JNE3652-TP-N-XL,5381.9,17,3092.0,1923.5,0,0
JNE3652-TP-N-XS,2369.0,7,4621.0,3717.5,0,0
JNE3652-TP-N-XXL,7631.62,22,2459.0,1507.5,0,0
JNE3653-TP-N-XL,2154.0,6,4775.0,4040.0,0,0
JNE3653-TP-N-XXL,1426.0,4,5451.0,4820.5,0,0
JNE3654-TP-L,30292.29,75,636.0,290.5,0,0
JNE3654-TP-M,40120.46,98,423.0,192.5,0,0
JNE3654-TP-S,1903.0,5,4989.5,4401.5,0,0
JNE3654-TP-XL,22282.0,53,955.0,508.0,0,0
JNE3654-TP-XS,3801.14,10,3731.0,2967.0,1,0
JNE3654-TP-XXL,8567.0,22,2262.0,1507.5,0,0
JNE3655-TP-L,1645.0,5,5198.5,4401.5,0,0
JNE3655-TP-M,2937.0,9,4217.0,3188.5,1,0
JNE3655-TP-S,642.33,2,6436.5,5959.0,0,0
JNE3655-TP-XL,1994.0,7,4905.0,3717.5,0,0
JNE3655-TP-XS,329.0,1,7011.0,6746.5,0,1
JNE3655-TP-XXL,1950.0,6,4941.0,4040.0,0,0
JNE3656-TP-N-L,2184.0,5,4751.0,4401.5,0,0
JNE3656-TP-N-M,7161.34,13,2559.0,2460.0,0,0
JNE3656-TP-N-S,2206.0,4,4732.5,4820.5,0,0
JNE3656-TP-N-XL,3958.29,7,3650.0,3717.5,0,0
JNE3656-TP-N-XXL,518.0,1,6690.5,6746.5,0,1
JNE3657-TP-XS,1005.0,3,5913.0,5335.5,0,0
JNE3657-TP-XXL,676.0,2,6372.5,5959.0,0,0
JNE3658-TP-L,4291.14,10,3510.0,2967.0,0,0
JNE3658-TP-M,3897.0,10,3686.5,2967.0,1,0
JNE3658-TP-S,2499.0,7,4516.0,3717.5,0,0
JNE3658-TP-XL,2602.0,7,4442.5,3717.5,0,0
JNE3658-TP-XS,2214.14,6,4724.0,4040.0,0,0
JNE3658-TP-XXL,2744.0,7,4350.0,3717.5,0,0
JNE3659-TP-N-L,29816.56,58,660.0,435.5,0,0
JNE3659-TP-N-M,22391.95,44,950.0,657.0,0,0
JNE3659-TP-N-S,2465.0,5,4543.0,4401.5,0,0
JNE3659-TP-N-XL,28690.94,59,692.0,423.5,0,0
JNE3659-TP-N-XS,9623.0,20,2067.0,1651.5,0,0
JNE3659-TP-N-XXL,26623.52,52,770.0,526.5,0,0
JNE3660-TP-N-L,9030.33,23,2173.0,1445.0,0,0
JNE3660-TP-N-M,4444.71,13,3444.0,2460.0,0,0
JNE3660-TP-N-S,5919.0,15,2903.0,2166.0,0,0
JNE3660-TP-N-XS,2637.0,7,4419.0,3717.5,0,0
JNE3660-TP-N-XXL,4552.0,13,3406.0,2460.0,0,0
JNE3661-TP-XL,1795.0,6,5072.0,4040.0,0,0
JNE3661-TP-XS,614.0,2,6484.0,5959.0,0,0
JNE3661-TP-XXL,2093.67,6,4820.0,4040.0,0,0
JNE3662-TP-M,605.0,1,6512.5,6746.5,0,1
JNE3662-TP-S,4932.57,12,3267.0,2615.5,0,0
JNE3662-TP-XS,4329.0,10,3493.0,2967.0,0,0
JNE3662-TP-XXL,1197.0,3,5680.0,5335.5,0,0
JNE3663-TP-L,446.0,1,6826.5,6746.5,0,1
JNE3663-TP-M,341.9,1,6987.0,6746.5,0,1
JNE3663-TP-S,354.0,1,6963.0,6746.5,0,1
JNE3665-TP-L,4242.0,10,3529.0,2967.0,0,0
JNE3665-TP-M,9286.0,17,2136.0,1923.5,0,0
JNE3665-TP-S,4015.0,8,3618.0,3433.0,1,0
JNE3665-TP-XL,10700.05,20,1907.0,1651.5,0,0
JNE3665-TP-XS,5740.0,11,2963.5,2774.0,0,0
JNE3665-TP-XXL,2837.0,4,4288.5,4820.5,0,0
JNE3666-TP-L,1196.0,4,5684.0,4820.5,0,0
JNE3666-TP-M,899.0,3,6086.0,5335.5,0,0
JNE3666-TP-S,1203.0,3,5661.5,5335.5,0,0
JNE3666-TP-XL,1200.0,4,5664.0,4820.5,0,0
JNE3666-TP-XS,1502.0,4,5350.5,4820.5,0,0
JNE3666-TP-XXL,899.0,3,6086.0,5335.5,0,0
JNE3667-TP-L,1294.62,4,5567.0,4820.5,0,0
JNE3667-TP-M,1645.0,5,5198.5,4401.5,0,0
JNE3667-TP-S,329.0,1,7011.0,6746.5,0,1
JNE3667-TP-XL,658.0,2,6398.5,5959.0,0,0
JNE3667-TP-XS,329.0,1,7011.0,6746.5,0,1
JNE3667-TP-XXL,981.0,3,5962.5,5335.5,0,0
JNE3668-TP-N-L,1017.0,2,5904.0,5959.0,0,0
JNE3668-TP-N-M,1554.0,3,5304.0,5335.5,0,0
JNE3668-TP-N-S,3319.0,6,3998.0,4040.0,0,0
JNE3668-TP-N-XL,2053.0,4,4860.5,4820.5,0,0
JNE3668-TP-N-XXL,998.0,2,5934.5,5959.0,0,0
JNE3669-TU-S,4580.0,8,3395.0,3433.0,0,0
JNE3669-TU-XL,625.0,1,6469.0,6746.5,0,0
JNE3669-TU-XXL,7655.67,13,2456.0,2460.0,0,0
JNE3669-TU-XXXL,1849.0,3,5027.5,5335.5,0,0
JNE3670-TU-L,2829.0,7,4292.0,3717.5,0,0
JNE3670-TU-M,1931.0,5,4964.5,4401.5,0,0
JNE3670-TU-S,3948.0,9,3660.0,3188.5,1,0
JNE3670-TU-XL,2491.52,7,4522.0,3717.5,0,0
JNE3670-TU-XS,7975.0,20,2384.5,1651.5,0,0
JNE3670-TU-XXL,3138.57,8,4090.0,3433.0,1,0
JNE3670-TU-XXXL,3403.19,8,3953.0,3433.0,1,0
JNE3671-TU-L,6773.0,12,2649.0,2615.5,0,0
JNE3671-TU-M,5997.0,8,2868.5,3433.0,0,0
JNE3671-TU-S,8509.0,15,2277.0,2166.0,0,0
JNE3671-TU-XL,5531.0,8,3042.0,3433.0,0,0
JNE3671-TU-XS,7932.0,13,2392.0,2460.0,0,0
JNE3671-TU-XXL,10368.0,16,1956.0,2039.0,0,0
JNE3671-TU-XXXL,10654.24,17,1916.0,1923.5,0,0
JNE3672-TU-L,2842.67,5,4281.0,4401.5,0,0
JNE3672-TU-M,4623.0,8,3377.5,3433.0,0,0
JNE3672-TU-S,1114.0,2,5785.0,5959.0,0,0
JNE3672-TU-XL,3094.0,5,4113.0,4401.5,0,0
JNE3672-TU-XS,1179.0,2,5714.0,5959.0,0,0
JNE3672-TU-XXL,1148.0,2,5745.0,5959.0,0,0
JNE3672-TU-XXXL,5228.0,10,3147.0,2967.0,0,0
JNE3673-TU-L,2995.0,5,4185.0,4401.5,0,0
JNE3673-TU-M,5391.0,7,3088.0,3717.5,0,0
JNE3673-TU-S,1198.0,3,5672.5,5335.5,0,0
JNE3673-TU-XL,2396.0,4,4605.5,4820.5,0,0
JNE3673-TU-XS,1797.0,3,5068.0,5335.5,0,0
JNE3673-TU-XXXL,1198.0,2,5672.5,5959.0,0,0
JNE3674-TU-L,14614.01,25,1456.0,1307.0,0,0
JNE3674-TU-M,5896.0,10,2913.5,2967.0,0,0
JNE3674-TU-S,4623.0,9,3377.5,3188.5,0,0
JNE3674-TU-XL,5672.0,10,2986.5,2967.0,0,0
JNE3674-TU-XS,1946.0,3,4950.5,5335.5,0,0
JNE3674-TU-XXL,8800.0,15,2211.5,2166.0,0,0
JNE3674-TU-XXXL,7493.0,14,2478.5,2308.0,0,0
JNE3675-TU-L,13969.0,25,1511.0,1307.0,0,0
JNE3675-TU-M,9606.0,17,2070.0,1923.5,0,0
JNE3675-TU-S,6537.0,12,2716.0,2615.5,0,0
JNE3675-TU-XL,5523.04,10,3044.0,2967.0,0,0
JNE3675-TU-XS,3313.0,6,3999.0,4040.0,0,0
JNE3675-TU-XXL,10803.05,19,1891.0,1731.0,0,0
JNE3675-TU-XXXL,7447.0,13,2488.0,2460.0,0,0
JNE3676-TU-L,2629.24,7,4424.0,3717.5,0,0
JNE3676-TU-M,752.0,2,6292.0,5959.0,0,0
JNE3676-TU-S,2127.0,5,4792.5,4401.5,0,0
JNE3676-TU-XL,1119.0,3,5781.0,5335.5,0,0
JNE3676-TU-XS,1183.0,3,5702.5,5335.5,0,0
JNE3676-TU-XXL,1143.0,3,5746.0,5335.5,0,0
JNE3676-TU-XXXL,770.0,2,6270.0,5959.0,0,0
JNE3678-TU-M,1063.0,2,5835.5,5959.0,0,0
JNE3678-TU-S,545.0,1,6638.5,6746.5,0,1
JNE3678-TU-XL,2598.0,5,4445.5,4401.5,0,0
JNE3678-TU-XS,545.0,1,6638.5,6746.5,0,1
JNE3678-TU-XXL,545.0,1,6638.5,6746.5,0,1
JNE3678-TU-XXXL,1581.0,3,5273.0,5335.5,0,0
JNE3679-TU-L,4726.33,11,3342.0,2774.0,0,0
JNE3679-TU-M,399.0,1,6888.0,6746.5,0,1
JNE3679-TU-S,837.0,2,6190.5,5959.0,0,0
JNE3680-TU-A-L,3069.0,5,4129.5,4401.5,0,0
JNE3680-TU-M,11193.67,19,1824.0,1731.0,0,0
JNE3680-TU-S,3444.0,6,3924.0,4040.0,0,0
JNE3680-TU-XL,4757.0,8,3327.0,3433.0,0,0
JNE3680-TU-XS,1688.0,4,5171.5,4820.5,0,0
JNE3680-TU-XXL,11003.0,18,1856.0,1819.5,0,0
JNE3680-TU-XXXL,5924.0,12,2900.0,2615.5,0,0
JNE3683-TU-S,1303.0,3,5557.5,5335.5,0,0
JNE3683-TU-XL,954.0,2,6016.0,5959.0,0,0
JNE3683-TU-XS,1037.0,3,5864.0,5335.5,0,0
JNE3684-TU-L,1583.0,5,5270.0,4401.5,0,0
JNE3684-TU-M,1561.34,5,5295.0,4401.5,0,0
JNE3684-TU-S,921.0,3,6051.5,5335.5,0,0
JNE3684-TU-XL,630.0,2,6460.0,5959.0,0,0
JNE3684-TU-XS,3391.0,10,3958.0,2967.0,1,0
JNE3684-TU-XXXL,917.0,3,6062.0,5335.5,0,0
JNE3686-TU-L,2169.0,5,4766.0,4401.5,0,0
JNE3686-TU-M,1715.0,5,5141.0,4401.5,0,0
JNE3686-TU-S,425.0,1,6855.0,6746.5,0,1
JNE3686-TU-XL,4950.0,12,3260.0,2615.5,0,0
JNE3686-TU-XS,3038.0,7,4149.0,3717.5,0,0
JNE3686-TU-XXL,2654.43,6,4410.0,4040.0,0,0
JNE3686-TU-XXXL,1714.0,4,5142.0,4820.5,0,0
JNE3687-TU-L,3819.0,7,3724.5,3717.5,0,0
JNE3687-TU-M,2180.0,5,4758.5,4401.5,0,0
JNE3687-TU-S,2433.05,4,4569.0,4820.5,0,0
JNE3687-TU-XL,3819.0,7,3724.5,3717.5,0,0
JNE3687-TU-XS,1695.0,3,5161.0,5335.5,0,0
JNE3687-TU-XXL,3226.1,7,4040.0,3717.5,0,0
JNE3687-TU-XXXL,1064.05,2,5834.0,5959.0,0,0
JNE3688-TU-L,5333.96,9,3109.0,3188.5,0,0
JNE3688-TU-M,2034.0,3,4879.5,5335.5,0,0
JNE3688-TU-S,563.0,1,6617.5,6746.5,0,1
JNE3688-TU-XL,5029.0,8,3225.5,3433.0,0,0
JNE3688-TU-XS,6674.44,11,2680.0,2774.0,0,0
JNE3688-TU-XXL,4798.0,8,3314.5,3433.0,0,0
JNE3688-TU-XXXL,1734.19,3,5115.0,5335.5,0,0
JNE3689-TU-L,9058.09,20,2170.0,1651.5,0,0
JNE3689-TU-M,8127.0,19,2344.0,1731.0,0,0
JNE3689-TU-S,6016.0,13,2862.0,2460.0,0,0
JNE3689-TU-XL,5962.33,13,2887.0,2460.0,0,0
JNE3689-TU-XS,3503.33,8,3886.0,3433.0,1,0
JNE3689-TU-XXL,6370.33,15,2768.0,2166.0,0,0
JNE3689-TU-XXXL,5333.0,12,3110.0,2615.5,0,0
JNE3690-TU-L,15296.0,30,1397.0,1061.0,0,0
JNE3690-TU-M,22837.85,43,935.0,676.0,0,0
JNE3690-TU-S,19008.0,38,1120.0,786.5,0,0
JNE3690-TU-XL,24080.0,46,879.0,616.0,0,0
JNE3690-TU-XS,10071.0,20,2000.0,1651.5,0,0
JNE3690-TU-XXL,12557.0,23,1659.0,1445.0,0,0
JNE3690-TU-XXXL,13474.66,25,1554.0,1307.0,0,0
JNE3691-TU-L,25871.52,38,805.0,786.5,0,0
JNE3691-TU-M,22149.0,34,959.0,912.5,0,0
JNE3691-TU-S,16418.0,25,1314.0,1307.0,0,0
JNE3691-TU-XL,27710.14,39,729.0,761.5,0,0
JNE3691-TU-XS,7345.0,11,2511.0,2774.0,0,0
JNE3691-TU-XXL,9673.0,15,2061.0,2166.0,0,0
JNE3691-TU-XXXL,8291.0,11,2314.0,2774.0,0,0
JNE3693-KR-M,1591.0,5,5262.5,4401.5,0,0
JNE3693-KR-S,1544.0,4,5319.5,4820.5,0,0
JNE3693-KR-XXL,1274.0,4,5590.0,4820.5,0,0
JNE3694-KR-L,295.0,1,7138.5,6746.5,0,1
JNE3694-KR-M,891.0,3,6101.5,5335.5,0,0
JNE3694-KR-S,900.0,2,6080.5,5959.0,0,0
JNE3694-KR-XL,590.0,2,6566.0,5959.0,0,0
JNE3694-KR-XXL,888.67,3,6106.5,5335.5,0,0
JNE3695-KR-M,2056.95,7,4856.0,3717.5,0,0
JNE3695-KR-S,596.0,2,6562.0,5959.0,0,0
JNE3695-KR-XL,602.0,2,6542.5,5959.0,0,0
JNE3697-KR-L,40300.62,82,421.0,250.0,0,0
JNE3697-KR-M,26414.15,54,777.0,489.5,0,0
JNE3697-KR-S,23880.34,49,890.0,570.0,0,0
JNE3697-KR-XL,37959.57,79,462.0,266.0,0,0
JNE3697-KR-XXL,31534.24,66,599.0,354.5,0,0
JNE3698-KR-L,2558.0,6,4479.0,4040.0,0,0
JNE3698-KR-M,2277.0,5,4685.0,4401.5,0,0
JNE3698-KR-S,5564.0,12,3030.0,2615.5,0,0
JNE3698-KR-XL,3943.0,9,3662.0,3188.5,1,0
JNE3698-KR-XXL,13161.0,32,1590.0,982.0,0,0
JNE3700-KR-L,299.0,1,7130.0,6746.5,0,1
JNE3700-KR-M,318.0,1,7053.5,6746.5,0,1
JNE3700-KR-S,1196.0,4,5684.0,4820.5,0,0
JNE3700-KR-XS,583.76,2,6574.0,5959.0,0,0
JNE3700-KR-XXL,598.0,2,6558.5,5959.0,0,0
JNE3700-KR-XXXL,299.0,1,7130.0,6746.5,0,1
JNE3701-KR-L,3251.0,10,4027.5,2967.0,1,0
JNE3701-KR-M,3828.62,10,3722.0,2967.0,1,0
JNE3701-KR-S,1332.0,4,5532.0,4820.5,0,0
JNE3701-KR-XL,4715.0,13,3347.0,2460.0,0,0
JNE3701-KR-XS,1797.0,5,5068.0,4401.5,0,0
JNE3701-KR-XXL,2577.14,7,4465.0,3717.5,0,0
JNE3701-KR-XXXL,3416.14,10,3939.0,2967.0,1,0
JNE3702-KR-L,6323.0,18,2777.0,1819.5,0,0
JNE3702-KR-M,4545.0,12,3412.0,2615.5,0,0
JNE3702-KR-S,3844.0,10,3713.0,2967.0,1,0
JNE3702-KR-XL,5242.23,15,3141.0,2166.0,0,0
JNE3702-KR-XS,2315.0,7,4653.5,3717.5,0,0
JNE3702-KR-XXL,4898.0,14,3277.0,2308.0,0,0
JNE3702-KR-XXXL,5650.0,16,2995.0,2039.0,0,0
JNE3703-KR-L,23673.9,75,904.0,290.5,0,0
JNE3703-KR-M,30074.15,92,648.0,211.0,0,0
JNE3703-KR-S,26559.21,85,772.0,236.5,0,0
JNE3703-KR-XL,17000.0,56,1273.0,460.0,0,0
JNE3703-KR-XS,5216.0,14,3151.0,2308.0,0,0
JNE3703-KR-XXL,16700.2,54,1296.0,489.5,0,0
JNE3703-KR-XXXL,329.0,1,7011.0,6746.5,0,1
JNE3704-KR-L,5469.0,11,3066.0,2774.0,0,0
JNE3704-KR-M,4471.81,10,3434.0,2967.0,0,0
JNE3704-KR-S,3409.0,7,3946.0,3717.5,0,0
JNE3704-KR-XL,2423.0,5,4578.5,4401.5,0,0
JNE3704-KR-XS,3397.0,7,3955.0,3717.5,0,0
JNE3704-KR-XXL,2066.0,4,4851.0,4820.5,0,0
JNE3704-KR-XXXL,3896.0,8,3688.0,3433.0,1,0
JNE3706-DR-L,16728.9,38,1294.0,786.5,0,0
JNE3706-DR-M,7749.33,20,2425.0,1651.5,0,0
JNE3706-DR-S,4785.66,11,3319.0,2774.0,0,0
JNE3706-DR-XL,7467.0,17,2485.0,1923.5,0,0
JNE3706-DR-XS,4110.9,10,3580.0,2967.0,0,0
JNE3706-DR-XXL,8804.9,20,2210.0,1651.5,0,0
JNE3706-DR-XXXL,5387.0,14,3089.0,2308.0,0,0
JNE3707-DR-L,9233.0,19,2144.5,1731.0,0,0
JNE3707-DR-M,6390.38,13,2762.0,2460.0,0,0
JNE3707-DR-S,3339.0,7,3987.0,3717.5,0,0
JNE3707-DR-XL,5778.0,12,2950.0,2615.5,0,0
JNE3707-DR-XS,1921.0,4,4975.0,4820.5,0,0
JNE3707-DR-XXL,6966.0,15,2603.0,2166.0,0,0
JNE3707-DR-XXXL,6890.38,14,2619.0,2308.0,0,0
JNE3708-TU-L,3523.0,5,3875.5,4401.5,0,0
JNE3708-TU-M,4406.14,6,3457.0,4040.0,0,0
JNE3708-TU-S,6099.0,9,2841.0,3188.5,0,0
JNE3708-TU-XL,10095.14,15,1996.0,2166.0,0,0
JNE3708-TU-XS,9331.0,12,2130.0,2615.5,0,0
JNE3708-TU-XXL,11727.0,15,1770.0,2166.0,0,0
JNE3708-TU-XXXL,5697.0,7,2978.0,3717.5,0,0
JNE3709-DR-L,6418.0,8,2754.5,3433.0,0,0
JNE3709-DR-M,6418.0,8,2754.5,3433.0,0,0
JNE3709-DR-S,23799.87,29,896.0,1109.0,0,0
JNE3709-DR-XL,6459.0,8,2738.0,3433.0,0,0
JNE3709-DR-XS,8185.29,10,2332.0,2967.0,0,0
JNE3709-DR-XXL,10948.29,14,1867.0,2308.0,0,0
JNE3709-DR-XXXL,8730.0,11,2228.0,2774.0,0,0
JNE3710-DR-L,38524.42,56,451.0,460.0,0,0
JNE3710-DR-M,24113.14,36,877.0,849.5,0,0
JNE3710-DR-S,27689.7,40,731.0,740.0,0,0
JNE3710-DR-XL,28737.42,41,691.0,718.0,0,0
JNE3710-DR-XS,17382.0,25,1245.0,1307.0,0,0
JNE3710-DR-XXL,23976.0,35,887.0,881.0,0,0
JNE3710-DR-XXXL,38522.71,55,452.0,474.0,0,0
JNE3712-TP-N-L,4355.0,8,3482.5,3433.0,0,0
JNE3712-TP-N-M,10819.0,20,1887.0,1651.5,0,0
JNE3712-TP-N-S,6340.33,12,2774.0,2615.5,0,0
JNE3712-TP-N-XL,9371.0,16,2121.0,2039.0,0,0
JNE3712-TP-N-XS,2041.0,4,4874.5,4820.5,0,0
JNE3712-TP-N-XXL,4810.33,9,3309.0,3188.5,0,0
JNE3713-TP-N-S,1077.0,3,5821.5,5335.5,0,0
JNE3713-TP-N-XL,2416.0,7,4587.5,3717.5,0,0
JNE3713-TP-N-XS,8150.0,23,2338.0,1445.0,0,0
JNE3713-TP-N-XXL,5994.14,17,2872.0,1923.5,0,0
JNE3714-KR-L,10925.95,26,1871.0,1247.0,0,0
JNE3714-KR-M,10223.0,22,1978.0,1507.5,0,0
JNE3714-KR-S,5357.0,11,3097.0,2774.0,0,0
JNE3714-KR-XL,8659.0,19,2245.0,1731.0,0,0
JNE3714-KR-XS,4209.43,10,3542.0,2967.0,0,0
JNE3714-KR-XXL,6643.0,14,2684.0,2308.0,0,0
JNE3714-KR-XXXL,15716.81,32,1359.0,982.0,0,0
JNE3715-KR-L,1702.52,6,5155.0,4040.0,0,0
JNE3715-KR-M,835.52,4,6193.0,4820.5,0,0
JNE3715-KR-S,2580.0,8,4463.0,3433.0,1,0
JNE3715-KR-XL,2300.0,8,4667.0,3433.0,1,0
JNE3715-KR-XS,888.0,2,6108.5,5959.0,0,0
JNE3715-KR-XXL,5507.52,16,3054.0,2039.0,0,0
JNE3715-KR-XXXL,843.0,3,6179.0,5335.5,0,0
JNE3716-KR-L,14242.1,34,1488.0,912.5,0,0
JNE3716-KR-M,8742.0,22,2225.0,1507.5,0,0
JNE3716-KR-S,6490.0,15,2725.5,2166.0,0,0
JNE3716-KR-XL,9822.67,25,2037.0,1307.0,0,0
JNE3716-KR-XS,1695.0,4,5161.0,4820.5,0,0
JNE3716-KR-XXL,16449.66,39,1309.0,761.5,0,0
JNE3716-KR-XXXL,10349.0,24,1964.0,1377.5,0,0
JNE3717-KR-L,1448.0,4,5432.0,4820.5,0,0
JNE3717-KR-M,1129.67,4,5764.0,4820.5,0,0
JNE3717-KR-S,271.0,1,7157.5,6746.5,0,1
JNE3717-KR-XL,542.0,2,6643.5,5959.0,0,0
JNE3717-KR-XXL,843.0,3,6179.0,5335.5,0,0
JNE3718-KR-L,24828.0,55,839.0,474.0,0,0
JNE3718-KR-M,24123.0,52,876.0,526.5,0,0
JNE3718-KR-S,16442.0,38,1310.0,786.5,0,0
JNE3718-KR-XL,24466.0,54,862.0,489.5,0,0
JNE3718-KR-XS,9992.0,22,2010.0,1507.5,0,0
JNE3718-KR-XXL,19379.67,43,1095.0,676.0,0,0
JNE3718-KR-XXXL,38753.0,85,446.0,236.5,0,0
JNE3719-KR-L,1596.0,4,5252.5,4820.5,0,0
JNE3719-KR-M,798.0,2,6237.5,5959.0,0,0
JNE3719-KR-S,798.0,2,6237.5,5959.0,0,0
JNE3719-KR-XL,399.0,1,6888.0,6746.5,0,1
JNE3719-KR-XS,1004.0,2,5917.0,5959.0,0,0
JNE3719-KR-XXL,1197.0,4,5680.0,4820.5,0,0
JNE3720-KR-L,5084.86,10,3209.0,2967.0,0,0
JNE3720-KR-M,6578.76,13,2707.0,2460.0,0,0
JNE3720-KR-S,4138.86,8,3566.0,3433.0,0,0
JNE3720-KR-XL,12303.14,24,1695.0,1377.5,0,0
JNE3720-KR-XS,6753.38,13,2654.0,2460.0,0,0
JNE3720-KR-XXL,4603.76,9,3388.0,3188.5,0,0
JNE3720-KR-XXXL,9270.0,18,2139.0,1819.5,0,0
JNE3721-KR-L,44929.0,139,364.0,106.5,0,0
JNE3721-KR-M,45176.74,139,360.0,106.5,0,0
JNE3721-KR-S,27648.77,82,733.0,250.0,0,0
JNE3721-KR-XL,49493.18,156,308.0,83.0,0,0
JNE3721-KR-XS,21814.77,66,971.0,354.5,0,0
JNE3721-KR-XXL,35339.98,107,517.0,170.5,0,0
JNE3721-KR-XXXL,1225.0,4,5638.0,4820.5,0,0
JNE3722-KR-L,8516.0,26,2276.0,1247.0,0,0
JNE3722-KR-M,3210.67,11,4049.0,2774.0,1,0
JNE3722-KR-S,4425.0,15,3449.0,2166.0,0,0
JNE3722-KR-XL,10213.2,32,1981.0,982.0,0,0
JNE3722-KR-XS,280.0,1,7148.0,6746.5,0,1
JNE3722-KR-XXL,7671.67,25,2451.0,1307.0,0,0
JNE3724-KR-L,13435.24,27,1556.0,1190.5,0,0
JNE3724-KR-M,10802.48,22,1892.0,1507.5,0,0
JNE3724-KR-S,4487.0,9,3429.0,3188.5,0,0
JNE3724-KR-XL,11086.91,22,1848.0,1507.5,0,0
JNE3724-KR-XS,1489.0,3,5364.0,5335.5,0,0
JNE3724-KR-XXL,4083.0,7,3596.0,3717.5,0,0
JNE3725-KR-L,1332.0,3,5532.0,5335.5,0,0
JNE3725-KR-M,442.0,1,6831.5,6746.5,0,1
JNE3725-KR-S,2548.0,5,4488.5,4401.5,0,0
JNE3725-KR-XL,1326.0,3,5539.0,5335.5,0,0
JNE3725-KR-XXL,3072.95,7,4126.0,3717.5,0,0
JNE3726-KR-L,1365.0,4,5494.5,4820.5,0,0
JNE3726-KR-M,1695.0,5,5161.0,4401.5,0,0
JNE3726-KR-S,1335.0,4,5525.0,4820.5,0,0
JNE3726-KR-XL,1940.0,5,4958.0,4401.5,0,0
JNE3726-KR-XS,345.0,1,6977.5,6746.5,0,1
JNE3726-KR-XXL,1005.0,4,5913.0,4820.5,0,0
JNE3726-KR-XXXL,2713.0,8,4365.0,3433.0,1,0
JNE3727-KR-L,4411.0,8,3455.0,3433.0,0,0
JNE3727-KR-M,2721.0,5,4359.0,4401.5,0,0
JNE3727-KR-S,1074.0,2,5824.0,5959.0,0,0
JNE3727-KR-XL,549.0,1,6631.0,6746.5,0,1
JNE3727-KR-XS,1098.0,2,5799.0,5959.0,0,0
JNE3727-KR-XXL,3907.0,7,3682.0,3717.5,0,0
JNE3727-KR-XXXL,3446.0,6,3923.0,4040.0,0,0
JNE3728-KR-L,1643.0,5,5200.5,4401.5,0,0
JNE3728-KR-M,656.0,2,6404.5,5959.0,0,0
JNE3728-KR-S,3599.0,9,3821.5,3188.5,1,0
JNE3728-KR-XL,2039.0,6,4876.5,4040.0,0,0
JNE3728-KR-XXL,988.0,3,5950.5,5335.5,0,0
JNE3729-KR-S,681.0,2,6365.0,5959.0,0,0
JNE3729-KR-XL,1416.0,4,5460.0,4820.5,0,0
JNE3729-KR-XS,693.0,2,6341.0,5959.0,0,0
JNE3729-KR-XXL,999.0,4,5926.0,4820.5,0,0
JNE3729-KR-XXXL,1044.0,3,5858.5,5335.5,0,0
JNE3730-KR-L,3596.52,11,3825.0,2774.0,1,0
JNE3730-KR-M,4797.66,14,3316.0,2308.0,0,0
JNE3730-KR-S,4818.0,14,3306.0,2308.0,0,0
JNE3730-KR-XL,6595.76,22,2701.0,1507.5,0,0
JNE3730-KR-XS,1783.67,6,5079.0,4040.0,0,0
JNE3730-KR-XXL,3598.0,12,3823.0,2615.5,1,0
JNE3732-KR-L,4126.0,9,3576.0,3188.5,0,0
JNE3732-KR-M,2672.0,6,4391.0,4040.0,0,0
JNE3732-KR-S,1122.0,2,5777.0,5959.0,0,0
JNE3732-KR-XL,3051.0,7,4143.0,3717.5,0,0
JNE3732-KR-XS,1465.0,3,5399.5,5335.5,0,0
JNE3732-KR-XXL,4801.0,12,3311.5,2615.5,0,0
JNE3732-KR-XXXL,5567.0,12,3029.0,2615.5,0,0
JNE3733-KR-L,3246.0,6,4031.5,4040.0,0,0
JNE3733-KR-M,2872.0,5,4264.0,4401.5,0,0
JNE3733-KR-S,2124.0,4,4796.0,4820.5,0,0
JNE3733-KR-XL,1623.0,3,5232.5,5335.5,0,0
JNE3733-KR-XS,1623.0,3,5232.5,5335.5,0,0
JNE3733-KR-XXL,3723.0,7,3771.0,3717.5,0,0
JNE3733-KR-XXXL,2673.0,5,4390.0,4401.5,0,0
JNE3734-KR-L,3781.0,10,3737.5,2967.0,1,0
JNE3734-KR-M,2059.0,4,4855.0,4820.5,0,0
JNE3734-KR-S,2659.0,6,4404.5,4040.0,0,0
JNE3734-KR-XL,5507.0,12,3055.0,2615.5,0,0
JNE3734-KR-XS,1467.0,3,5396.5,5335.5,0,0
JNE3734-KR-XXL,3596.0,8,3827.5,3433.0,1,0
JNE3734-KR-XXXL,5520.0,13,3045.5,2460.0,0,0
JNE3735-KR-L,7189.9,19,2551.0,1731.0,0,0
