sku,rev,ord,rev_rank,ord_rank,low_rotation_flag,dead_flag
J0248-KR-DPT-L,10947.0,12,1868.0,2615.5,0,0
J0248-KR-DPT-M,7863.0,9,2404.0,3188.5,0,0
J0248-KR-DPT-S,4560.0,6,3403.0,4040.0,0,0
J0248-KR-DPT-XL,6769.0,9,2651.0,3188.5,0,0
J0248-KR-DPT-XS,4705.0,5,3351.0,4401.5,0,0
J0248-KR-DPT-XXL,11867.0,14,1750.0,2308.0,0,0
J0248-KR-DPT-XXXL,8008.0,9,2374.5,3188.5,0,0
J0249-SKD-L,10798.0,12,1894.0,2615.5,0,0
J0249-SKD-S,3088.0,5,4114.0,4401.5,0,0
J0249-SKD-XL,5610.0,7,3010.0,3717.5,0,0
J0249-SKD-XS,1878.0,2,5008.0,5959.0,0,0
J0249-SKD-XXL,2817.0,3,4299.0,5335.5,0,0
J0249-SKD-XXXL,1878.0,2,5008.0,5959.0,0,0
J0250-SKD-L,6519.0,9,2718.0,3188.5,0,0
J0250-SKD-M,2900.0,4,4244.5,4820.5,0,0
J0250-SKD-XL,4442.0,6,3446.0,4040.0,0,0
J0250-SKD-XS,605.0,1,6512.5,6746.5,0,1
J0250-SKD-XXL,4284.0,6,3515.0,4040.0,0,0
J0250-SKD-XXXL,5841.48,9,2931.0,3188.5,0,0
J0251-SKD-L,763.0,1,6276.0,6746.5,0,0
J0251-SKD-M,3717.0,5,3773.5,4401.5,0,0
J0251-SKD-S,2213.0,3,4727.5,5335.5,0,0
J0251-SKD-XL,3014.0,4,4166.5,4820.5,0,0
J0251-SKD-XS,3581.0,5,3836.0,4401.5,0,0
J0251-SKD-XXL,1488.0,2,5366.5,5959.0,0,0
J0251-SKD-XXXL,2900.0,5,4244.5,4401.5,0,0
J0252-SKD-L,4201.0,6,3546.0,4040.0,0,0
J0252-SKD-M,2777.0,3,4322.0,5335.5,0,0
J0252-SKD-S,2793.0,3,4312.0,5335.5,0,0
J0252-SKD-XL,8267.0,10,2320.0,2967.0,0,0
J0252-SKD-XS,5260.0,6,3134.0,4040.0,0,0
J0252-SKD-XXL,2737.0,3,4353.5,5335.5,0,0
J0252-SKD-XXXL,2777.0,3,4322.0,5335.5,0,0
J0254-SKD-L,1517.0,2,5339.5,5959.0,0,0
J0254-SKD-M,3117.0,4,4100.0,4820.5,0,0
J0254-SKD-S,2660.0,3,4401.5,5335.5,0,0
J0254-SKD-XL,789.0,1,6246.0,6746.5,0,0
J0254-SKD-XS,1999.0,3,4896.0,5335.5,0,0
J0254-SKD-XXL,750.0,1,6294.0,6746.5,0,0
J0254-SKD-XXXL,2328.0,3,4644.5,5335.5,0,0
J0277-SKD-L,71604.18,59,160.0,423.5,0,0
J0277-SKD-M,58941.0,43,224.0,676.0,0,0
J0277-SKD-S,40693.0,30,416.0,1061.0,0,0
J0277-SKD-XL,55958.54,45,247.0,637.0,0,0
J0277-SKD-XS,10248.0,8,1975.0,3433.0,0,0
J0277-SKD-XXL,17525.0,14,1232.0,2308.0,0,0
J0277-SKD-XXXL,36978.0,27,481.0,1190.5,0,0
J0278-SET-M,5327.0,7,3114.5,3717.5,0,0
J0278-SET-S,5148.0,7,3177.0,3717.5,0,0
J0278-SET-XL,761.0,1,6278.5,6746.5,0,0
J0278-SET-XXL,2127.0,3,4792.5,5335.5,0,0
J0278-SET-XXXL,5327.0,7,3114.5,3717.5,0,0
J0279-SET-L,1850.0,3,5026.0,5335.5,0,0
J0279-SET-M,2395.0,3,4607.0,5335.5,0,0
J0279-SET-S,2455.0,3,4551.0,5335.5,0,0
J0279-SET-XL,1747.38,2,5107.0,5959.0,0,0
J0279-SET-XXL,895.0,1,6095.0,6746.5,0,0
J0279-SET-XXXL,1790.0,2,5076.0,5959.0,0,0
J0280-SKD-L,42404.0,31,392.0,1019.5,0,0
J0280-SKD-M,48146.25,34,325.0,912.5,0,0
J0280-SKD-S,78768.25,59,136.0,423.5,0,0
J0280-SKD-XL,42305.76,30,393.0,1061.0,0,0
J0280-SKD-XS,51269.0,36,290.0,849.5,0,0
J0280-SKD-XXL,24624.0,16,849.0,2039.0,0,0
J0280-SKD-XXXL,28386.18,20,703.0,1651.5,0,0
J0281-SKD-L,28541.58,20,700.0,1651.5,0,0
J0281-SKD-M,11104.0,10,1841.0,2967.0,0,0
J0281-SKD-S,69934.21,55,172.0,474.0,0,0
J0281-SKD-XL,55218.42,44,252.0,657.0,0,0
J0281-SKD-XS,45480.0,33,354.0,945.5,0,0
J0281-SKD-XXL,24343.0,22,868.0,1507.5,0,0
J0281-SKD-XXXL,20527.0,16,1032.0,2039.0,0,0
J0282-SET-L,3996.0,4,3628.0,4820.5,0,0
J0282-SET-M,3948.42,4,3659.0,4820.5,0,0
J0282-SET-S,4999.43,5,3234.0,4401.5,0,0
J0282-SET-XL,3948.43,4,3658.0,4820.5,0,0
J0282-SET-XS,2949.43,3,4205.0,5335.5,0,0
J0282-SET-XXL,1604.0,3,5241.5,5335.5,0,0
J0282-SET-XXXL,7992.0,9,2377.5,3188.5,0,0
J0283-SET-L,47560.0,48,334.0,584.5,0,0
J0283-SET-M,30720.32,32,618.0,982.0,0,0
J0283-SET-S,9493.0,10,2094.0,2967.0,0,0
J0283-SET-XL,39371.45,45,435.0,637.0,0,0
J0283-SET-XS,8035.0,8,2363.0,3433.0,0,0
J0283-SET-XXL,28937.32,30,683.0,1061.0,0,0
J0283-SET-XXXL,22990.0,24,930.0,1377.5,0,0
J0284-SKD-L,8574.0,8,2261.0,3433.0,0,0
J0284-SKD-M,7461.0,6,2486.0,4040.0,0,0
J0284-SKD-S,25646.92,22,809.0,1507.5,0,0
J0284-SKD-XL,2341.46,2,4636.0,5959.0,0,0
J0284-SKD-XS,2413.0,2,4591.0,5959.0,0,0
J0284-SKD-XXXL,11418.0,10,1803.0,2967.0,0,0
J0285-SKD-L,92930.32,71,98.0,314.5,0,0
J0285-SKD-M,93730.53,70,96.0,321.5,0,0
J0285-SKD-S,74777.96,53,150.0,508.0,0,0
J0285-SKD-XL,108653.0,83,71.0,243.5,0,0
J0285-SKD-XS,64595.0,47,198.0,601.0,0,0
J0285-SKD-XXL,68538.96,53,182.0,508.0,0,0
J0285-SKD-XXXL,52216.0,41,278.0,718.0,0,0
J0286-KR-L,1532.0,2,5329.0,5959.0,0,0
J0290-CD-L,1602.0,3,5244.5,5335.5,0,0
J0290-CD-S,1586.0,3,5268.0,5335.5,0,0
J0290-CD-XL,1602.0,4,5244.5,4820.5,0,0
J0290-CD-XXL,2120.0,4,4798.5,4820.5,0,0
J0291-JS-L,1196.0,1,5684.0,6746.5,0,0
J0291-JS-M,2577.0,3,4466.0,5335.5,0,0
J0291-JS-S,6013.0,7,2865.5,3717.5,0,0
J0291-JS-XL,859.0,1,6150.0,6746.5,0,0
J0291-JS-XS,2055.0,2,4858.0,5959.0,0,0
J0291-JS-XXXL,859.0,1,6150.0,6746.5,0,0
J0292-TP-L,342.86,1,6985.0,6746.5,0,1
J0292-TP-S,2890.91,8,4250.0,3433.0,1,0
J0292-TP-XL,1359.0,3,5504.0,5335.5,0,0
J0292-TP-XS,5181.86,13,3161.0,2460.0,0,0
J0292-TP-XXL,2245.0,6,4708.0,4040.0,0,0
J0292-TP-XXXL,360.0,1,6954.0,6746.5,0,1
J0293-DR-M,1337.0,3,5522.0,5335.5,0,0
J0293-DR-S,5806.52,12,2942.0,2615.5,0,0
J0293-DR-XL,450.0,1,6822.5,6746.5,0,1
J0293-DR-XS,3371.0,7,3974.0,3717.5,0,0
J0293-DR-XXL,450.0,1,6822.5,6746.5,0,1
J0294-TP-S,2566.14,6,4469.0,4040.0,0,0
J0294-TP-XL,1755.0,4,5101.5,4820.5,0,0
J0294-TP-XS,6352.0,16,2772.0,2039.0,0,0
J0294-TP-XXL,1565.0,4,5290.0,4820.5,0,0
J0294-TP-XXXL,754.0,2,6289.0,5959.0,0,0
J0295-DR-L,23739.3,27,901.0,1190.5,0,0
J0295-DR-M,33598.0,41,556.0,718.0,0,0
J0295-DR-S,11504.0,13,1795.0,2460.0,0,0
J0295-DR-XL,16404.0,19,1315.0,1731.0,0,0
J0295-DR-XS,4295.0,5,3507.0,4401.5,0,0
J0295-DR-XXL,13744.0,16,1530.0,2039.0,0,0
J0295-DR-XXXL,15463.2,18,1378.0,1819.5,0,0
J0296-DR-M,519.0,1,6673.0,6746.5,0,1
J0296-DR-S,1038.0,3,5863.0,5335.5,0,0
J0296-DR-XS,8365.29,16,2294.0,2039.0,0,0
J0296-DR-XXL,519.0,1,6673.0,6746.5,0,1
J0297-TP-L,30192.0,52,641.0,526.5,0,0
J0297-TP-M,19509.67,34,1083.0,912.5,0,0
J0297-TP-S,8784.0,16,2216.0,2039.0,0,0
J0297-TP-XL,9455.0,17,2103.5,1923.5,0,0
J0297-TP-XS,7287.0,13,2524.0,2460.0,0,0
J0297-TP-XXL,11059.67,20,1850.0,1651.5,0,0
J0297-TP-XXXL,4398.0,8,3458.0,3433.0,0,0
J0298-DR-S,1011.0,2,5910.0,5959.0,0,0
J0298-DR-XS,3055.52,6,4142.0,4040.0,0,0
J0299-KR-L,690.0,2,6349.5,5959.0,0,0
J0299-KR-M,2053.57,6,4859.0,4040.0,0,0
J0299-KR-S,4735.0,14,3338.0,2308.0,0,0
J0299-KR-XL,684.0,2,6360.5,5959.0,0,0
J0299-KR-XS,2070.0,6,4843.5,4040.0,0,0
J0299-KR-XXL,342.0,1,6986.0,6746.5,0,1
J0299-KR-XXXL,2061.0,6,4854.0,4040.0,0,0
J0300-TP-L,837.0,3,6190.5,5335.5,0,0
J0300-TP-S,279.0,1,7149.0,6746.5,0,1
J0300-TP-XL,4346.0,14,3487.0,2308.0,0,0
J0300-TP-XXL,2956.0,9,4200.5,3188.5,1,0
J0300-TP-XXXL,5559.0,17,3031.0,1923.5,0,0
J0301-TP-L,74655.52,139,151.0,106.5,0,0
J0301-TP-M,57191.89,111,239.0,163.0,0,0
J0301-TP-S,39198.09,77,438.0,277.0,0,0
J0301-TP-XL,75807.14,138,146.0,110.5,0,0
J0301-TP-XS,22671.0,43,942.0,676.0,0,0
J0301-TP-XXL,61469.81,117,210.0,146.0,0,0
J0301-TP-XXXL,33838.0,68,549.0,337.0,0,0
J0302-DR-XL,513.33,1,6719.0,6746.5,0,1
J0302-DR-XS,1078.0,2,5820.0,5959.0,0,0
J0302-DR-XXL,1623.0,3,5232.5,5335.5,0,0
J0302-DR-XXXL,2470.0,4,4541.0,4820.5,0,0
J0303-KR-XS,416.0,1,6876.0,6746.5,0,1
J0304-TP-XL,899.0,3,6086.0,5335.5,0,0
J0304-TP-XS,1188.0,4,5693.0,4820.5,0,0
J0304-TP-XXL,1188.0,4,5693.0,4820.5,0,0
J0304-TP-XXXL,1188.0,4,5693.0,4820.5,0,0
J0305-DR-L,774.0,1,6257.0,6746.5,0,0
J0305-DR-M,613.0,1,6486.0,6746.5,0,0
J0305-DR-S,1226.0,2,5636.5,5959.0,0,0
J0305-DR-XS,2686.0,4,4378.0,4820.5,0,0
J0305-DR-XXL,3758.0,6,3753.0,4040.0,0,0
J0306-DR-L,11579.14,16,1785.0,2039.0,0,0
J0306-DR-M,16575.47,21,1306.0,1576.5,0,0
J0306-DR-S,11802.0,17,1760.0,1923.5,0,0
J0306-DR-XL,11493.47,15,1796.0,2166.0,0,0
J0306-DR-XS,9575.0,11,2076.0,2774.0,0,0
J0306-DR-XXL,16682.0,20,1298.0,1651.5,0,0
J0306-DR-XXXL,10146.0,13,1990.0,2460.0,0,0
J0307-TP-L,518.0,1,6690.5,6746.5,0,1
J0307-TP-M,2072.0,4,4838.0,4820.5,0,0
J0307-TP-S,518.0,1,6690.5,6746.5,0,1
J0307-TP-XL,1036.0,2,5874.5,5959.0,0,0
J0307-TP-XS,1765.0,3,5097.0,5335.5,0,0
J0307-TP-XXL,1036.0,2,5874.5,5959.0,0,0
J0307-TP-XXXL,2590.0,5,4454.5,4401.5,0,0
J0308-DR-L,35607.8,55,506.0,474.0,0,0
J0308-DR-M,23416.33,37,909.0,816.5,0,0
J0308-DR-S,9492.33,14,2095.0,2308.0,0,0
J0308-DR-XL,30179.48,44,642.0,657.0,0,0
J0308-DR-XS,10497.0,15,1933.0,2166.0,0,0
J0308-DR-XXL,46759.48,73,343.0,302.5,0,0
J0308-DR-XXXL,52854.66,80,274.0,260.5,0,0
J0310-TP-L,1324.0,4,5540.5,4820.5,0,0
J0310-TP-M,1647.0,5,5196.5,4401.5,0,0
J0310-TP-S,339.0,1,6988.5,6746.5,0,1
J0310-TP-XL,2018.0,6,4888.0,4040.0,0,0
J0310-TP-XS,339.0,1,6988.5,6746.5,0,1
J0310-TP-XXL,1340.0,4,5520.0,4820.5,0,0
J0314-KR-L,761.0,1,6278.5,6746.5,0,0
J0314-KR-M,2317.0,3,4650.5,5335.5,0,0
J0314-KR-S,1522.0,2,5334.0,5959.0,0,0
J0314-KR-XL,2283.0,3,4679.5,5335.5,0,0
J0319-KR-L,1742.0,2,5113.0,5959.0,0,0
J0319-KR-S,871.0,1,6132.5,6746.5,0,0
J0319-KR-XL,829.52,2,6203.0,5959.0,0,0
J0319-KR-XXL,871.0,1,6132.5,6746.5,0,0
J0323-CD-L,1576.57,3,5280.0,5335.5,0,0
J0323-CD-M,493.33,1,6752.0,6746.5,0,1
J0323-CD-S,534.0,1,6653.0,6746.5,0,1
J0323-CD-XXL,534.0,1,6653.0,6746.5,0,1
J0324-CD-L,0.0,1,7187.5,6746.5,0,1
J0328-KR-L,12207.0,13,1705.0,2460.0,0,0
J0328-KR-M,927.0,1,6044.5,6746.5,0,0
J0328-KR-S,1878.0,2,5008.0,5959.0,0,0
J0328-KR-XL,939.0,1,6036.5,6746.5,0,0
J0328-KR-XS,7232.0,8,2540.0,3433.0,0,0
J0328-KR-XXL,14608.0,16,1457.0,2039.0,0,0
J0328-KR-XXXL,11093.0,13,1843.0,2460.0,0,0
J0329-KR-L,5436.0,7,3078.0,3717.5,0,0
J0329-KR-M,3661.0,5,3797.5,4401.5,0,0
J0329-KR-S,4635.0,6,3369.0,4040.0,0,0
J0329-KR-XL,11113.9,14,1837.0,2308.0,0,0
J0329-KR-XS,4780.0,6,3320.0,4040.0,0,0
J0329-KR-XXL,6332.0,8,2776.0,3433.0,0,0
J0329-KR-XXXL,10208.0,13,1982.0,2460.0,0,0
J0330-KR-L,1725.0,3,5127.0,5335.5,0,0
J0330-KR-M,1725.0,3,5127.0,5335.5,0,0
J0330-KR-XL,1150.0,2,5742.0,5959.0,0,0
J0330-KR-XS,1174.0,2,5719.0,5959.0,0,0
J0330-KR-XXL,1773.0,3,5091.0,5335.5,0,0
J0330-KR-XXXL,1725.0,3,5127.0,5335.5,0,0
J0331-KR-L,7980.38,11,2379.0,2774.0,0,0
J0331-KR-M,7248.38,9,2537.0,3188.5,0,0
J0331-KR-S,4110.0,5,3581.0,4401.5,0,0
J0331-KR-XL,6506.0,8,2720.5,3433.0,0,0
J0331-KR-XS,832.0,1,6201.5,6746.5,0,0
J0331-KR-XXL,6379.0,8,2765.5,3433.0,0,0
J0331-KR-XXXL,14439.0,18,1469.0,1819.5,0,0
J0332-DR-L,3495.0,5,3890.0,4401.5,0,0
J0332-DR-M,8931.0,13,2192.5,2460.0,0,0
J0332-DR-S,14210.71,18,1492.0,1819.5,0,0
J0332-DR-XL,15051.0,22,1413.0,1507.5,0,0
J0332-DR-XS,8810.0,13,2208.0,2460.0,0,0
J0332-DR-XXL,25961.0,36,798.0,849.5,0,0
J0332-DR-XXXL,11732.0,16,1769.0,2039.0,0,0
J0333-DR-L,14870.0,18,1427.0,1819.5,0,0
J0333-DR-M,6780.0,8,2648.0,3433.0,0,0
J0333-DR-S,5130.0,6,3185.0,4040.0,0,0
J0333-DR-XL,11091.42,14,1844.0,2308.0,0,0
J0333-DR-XS,1650.0,2,5193.5,5959.0,0,0
J0333-DR-XXL,9697.57,11,2055.0,2774.0,0,0
J0333-DR-XXXL,29958.57,36,652.0,849.5,0,0
J0334-TP-L,13621.48,25,1542.0,1307.0,0,0
J0334-TP-M,25918.0,48,801.0,584.5,0,0
J0334-TP-S,23268.86,41,913.0,718.0,0,0
J0334-TP-XL,11919.62,22,1746.0,1507.5,0,0
J0334-TP-XS,13164.05,24,1589.0,1377.5,0,0
J0334-TP-XXL,8980.0,15,2179.0,2166.0,0,0
J0334-TP-XXXL,4530.0,8,3415.5,3433.0,0,0
J0335-DR-L,134338.47,148,44.0,92.5,0,0
J0335-DR-M,83225.57,97,123.0,197.5,0,0
J0335-DR-S,41469.48,49,405.0,570.0,0,0
J0335-DR-XL,93480.14,101,97.0,185.5,0,0
J0335-DR-XS,34735.24,38,530.0,786.5,0,0
J0335-DR-XXL,60686.47,64,212.0,374.0,0,0
J0335-DR-XXXL,19154.1,22,1110.0,1507.5,0,0
J0336-TP-L,21036.0,31,1005.0,1019.5,0,0
J0336-TP-M,17488.0,27,1239.0,1190.5,0,0
J0336-TP-S,7650.0,12,2458.0,2615.5,0,0
J0336-TP-XL,15245.0,24,1400.0,1377.5,0,0
J0336-TP-XS,4417.0,7,3451.0,3717.5,0,0
J0336-TP-XXL,15130.0,23,1409.0,1445.0,0,0
J0336-TP-XXXL,24037.0,37,882.0,816.5,0,0
J0337-TP-L,17310.0,30,1253.0,1061.0,0,0
J0337-TP-M,15082.0,29,1411.0,1109.0,0,0
J0337-TP-S,9386.0,19,2120.0,1731.0,0,0
J0337-TP-XL,8009.43,15,2373.0,2166.0,0,0
J0337-TP-XS,8528.0,16,2274.0,2039.0,0,0
J0337-TP-XXL,11763.0,21,1765.0,1576.5,0,0
J0337-TP-XXXL,10719.0,20,1904.5,1651.5,0,0
J0338-DR-L,46423.82,58,345.0,435.5,0,0
J0338-DR-M,20859.0,26,1017.0,1247.0,0,0
J0338-DR-S,43699.14,53,380.0,508.0,0,0
J0338-DR-XL,38059.96,43,460.0,676.0,0,0
J0338-DR-XS,40762.0,50,414.0,554.5,0,0
J0338-DR-XXL,14634.0,18,1452.0,1819.5,0,0
J0338-DR-XXXL,24046.0,29,881.0,1109.0,0,0
J0339-DR-L,107879.61,135,72.0,115.5,0,0
J0339-DR-M,129343.33,159,46.0,80.0,0,0
J0339-DR-S,90500.57,112,103.0,159.5,0,0
J0339-DR-XL,144753.14,181,40.0,60.0,0,0
J0339-DR-XS,34743.57,43,529.0,676.0,0,0
J0339-DR-XXL,100332.33,118,82.0,142.0,0,0
J0339-DR-XXXL,76887.14,94,142.0,206.5,0,0
J0340-TP-L,33785.38,53,550.0,508.0,0,0
J0340-TP-M,57545.0,86,234.0,230.5,0,0
J0340-TP-S,48376.14,66,320.0,354.5,0,0
J0340-TP-XL,15268.0,24,1398.0,1377.5,0,0
J0340-TP-XS,44335.38,68,369.0,337.0,0,0
J0340-TP-XXL,19200.0,28,1108.0,1147.0,0,0
J0340-TP-XXXL,8027.0,13,2369.0,2460.0,0,0
J0341-DR-L,231175.04,292,18.0,22.0,0,0
J0341-DR-M,239003.42,293,16.0,21.0,0,0
J0341-DR-S,225824.45,278,19.0,26.0,0,0
J0341-DR-XL,170079.48,213,29.0,39.5,0,0
J0341-DR-XS,118548.33,151,57.0,87.0,0,0
J0341-DR-XXL,182286.29,209,27.0,43.5,0,0
J0341-DR-XXXL,161867.86,192,32.0,53.0,0,0
J0342-TP-L,30620.14,48,623.0,584.5,0,0
J0342-TP-M,27488.0,42,739.0,698.0,0,0
J0342-TP-S,21917.0,36,969.0,849.5,0,0
J0342-TP-XL,6832.01,11,2631.0,2774.0,0,0
J0342-TP-XS,12374.0,19,1682.0,1731.0,0,0
J0342-TP-XXL,8310.0,14,2309.0,2308.0,0,0
J0342-TP-XXXL,10135.33,16,1992.0,2039.0,0,0
J0343-DR-L,26571.0,34,771.0,912.5,0,0
J0343-DR-M,81804.86,97,126.0,197.5,0,0
J0343-DR-S,41424.86,52,406.0,526.5,0,0
J0343-DR-XL,74277.57,90,153.0,216.0,0,0
J0343-DR-XS,20979.0,26,1012.0,1247.0,0,0
J0343-DR-XXL,58473.0,69,229.0,328.5,0,0
J0343-DR-XXXL,70591.0,81,169.0,257.0,0,0
J0344-TP-L,59687.82,102,220.0,182.0,0,0
J0344-TP-M,54915.48,95,257.0,203.0,0,0
J0344-TP-S,31904.0,56,591.0,460.0,0,0
J0344-TP-XL,43296.8,78,384.0,271.0,0,0
J0344-TP-XS,16168.81,30,1329.0,1061.0,0,0
J0344-TP-XXL,38686.43,68,449.0,337.0,0,0
J0344-TP-XXXL,25370.0,46,815.0,616.0,0,0
J0345-SET-L,4383.24,9,3466.0,3188.5,0,0
J0345-SET-M,997.0,2,5939.0,5959.0,0,0
J0345-SET-XL,7337.0,15,2515.0,2166.0,0,0
J0345-SET-XS,1912.0,4,4979.0,4820.5,0,0
J0345-SET-XXL,4014.0,8,3620.0,3433.0,1,0
J0345-SET-XXXL,7684.48,16,2446.0,2039.0,0,0
J0346-SET-L,19635.04,41,1078.0,718.0,0,0
J0346-SET-S,1904.0,4,4987.5,4820.5,0,0
J0346-SET-XL,31592.14,66,596.0,354.5,0,0
J0346-SET-XS,9963.9,20,2014.0,1651.5,0,0
J0346-SET-XXL,11549.24,25,1792.0,1307.0,0,0
J0346-SET-XXXL,10992.24,23,1858.0,1445.0,0,0
J0347-SET-L,3101.0,5,4108.0,4401.5,0,0
J0347-SET-XL,11668.6,19,1773.0,1731.0,0,0
J0347-SET-XS,3178.48,5,4076.0,4401.5,0,0
J0347-SET-XXL,1863.0,4,5019.5,4820.5,0,0
J0347-SET-XXXL,4318.0,7,3499.0,3717.5,0,0
J0348-SET-L,11992.38,26,1735.0,1247.0,0,0
J0348-SET-M,5862.48,13,2924.0,2460.0,0,0
J0348-SET-S,7257.9,16,2533.0,2039.0,0,0
J0348-SET-XL,4863.0,11,3292.0,2774.0,0,0
J0348-SET-XS,5115.0,11,3194.0,2774.0,0,0
J0348-SET-XXL,2418.0,5,4584.0,4401.5,0,0
J0348-SET-XXXL,2854.0,6,4272.0,4040.0,0,0
J0349-SET-L,89845.23,114,104.0,152.5,0,0
J0349-SET-M,89488.65,111,105.0,163.0,0,0
J0349-SET-S,83398.23,104,122.0,177.5,0,0
J0349-SET-XL,37658.57,45,467.0,637.0,0,0
J0349-SET-XS,56147.0,71,246.0,314.5,0,0
J0349-SET-XXL,21505.0,25,984.0,1307.0,0,0
J0349-SET-XXXL,24626.42,29,848.0,1109.0,0,0
J0350-SET-L,2712.72,6,4366.0,4040.0,0,0
J0350-SET-M,1391.24,3,5474.0,5335.5,0,0
J0350-SET-XL,9106.24,18,2159.0,1819.5,0,0
J0350-SET-XS,1561.0,3,5296.0,5335.5,0,0
J0350-SET-XXL,3259.0,7,4023.0,3717.5,0,0
J0350-SET-XXXL,2930.0,6,4219.5,4040.0,0,0
J0351-SET-L,25871.0,35,806.0,881.0,0,0
J0351-SET-M,4740.0,6,3335.0,4040.0,0,0
J0351-SET-S,11625.0,16,1778.0,2039.0,0,0
J0351-SET-XL,10680.96,15,1912.0,2166.0,0,0
J0351-SET-XS,5301.0,7,3122.0,3717.5,0,0
J0351-SET-XXL,6845.0,9,2627.5,3188.5,0,0
J0351-SET-XXXL,11599.0,15,1783.0,2166.0,0,0
J0352-KR-L,4461.0,8,3439.0,3433.0,0,0
J0352-KR-M,6269.76,10,2792.0,2967.0,0,0
J0352-KR-S,10180.0,16,1986.0,2039.0,0,0
J0352-KR-XL,6277.28,10,2789.0,2967.0,0,0
J0352-KR-XXL,13106.0,20,1601.0,1651.5,0,0
J0353-KR-L,8065.0,13,2356.0,2460.0,0,0
J0353-KR-M,9343.0,15,2128.0,2166.0,0,0
J0353-KR-S,4891.33,8,3281.0,3433.0,0,0
J0353-KR-XL,27564.33,45,736.0,637.0,0,0
J0353-KR-XXL,16320.0,27,1319.0,1190.5,0,0
J0354-KR-L,19764.95,32,1070.0,982.0,0,0
J0354-KR-M,19407.0,31,1091.0,1019.5,0,0
J0354-KR-S,13115.0,22,1599.0,1507.5,0,0
J0354-KR-XL,9811.95,17,2038.0,1923.5,0,0
J0354-KR-XXL,15403.0,25,1382.0,1307.0,0,0
J0355-KR-L,28047.43,45,711.0,637.0,0,0
J0355-KR-M,20565.76,34,1031.0,912.5,0,0
J0355-KR-S,12033.57,21,1727.0,1576.5,0,0
J0355-KR-XL,8026.52,13,2370.0,2460.0,0,0
J0355-KR-XXL,14030.33,23,1503.0,1445.0,0,0
J0369-SKD-L,7664.54,7,2453.0,3717.5,0,0
J0369-SKD-M,13173.5,12,1585.0,2615.5,0,0
J0369-SKD-S,8093.0,8,2352.0,3433.0,0,0
J0369-SKD-XL,4278.25,4,3519.0,4820.5,0,0
J0369-SKD-XS,4396.0,4,3459.5,4820.5,0,0
J0369-SKD-XXL,2198.0,2,4740.0,5959.0,0,0
J0369-SKD-XXXL,3297.0,3,4006.0,5335.5,0,0
J0370-SKD-L,936.0,1,6040.0,6746.5,0,0
J0370-SKD-S,3134.0,4,4092.5,4820.5,0,0
J0370-SKD-XL,6715.0,7,2665.0,3717.5,0,0
J0370-SKD-XS,2035.0,2,4878.0,5959.0,0,0
J0370-SKD-XXL,2056.0,3,4857.0,5335.5,0,0
J0370-SKD-XXXL,10012.0,10,2007.0,2967.0,0,0
J0371-SKD-M,1072.0,1,5826.0,6746.5,0,0
J0371-SKD-S,2198.0,2,4740.0,5959.0,0,0
J0371-SKD-XL,1199.0,1,5666.0,6746.5,0,0
J0371-SKD-XS,4974.0,5,3247.5,4401.5,0,0
J0371-SKD-XXL,4369.0,4,3479.0,4820.5,0,0
J0371-SKD-XXXL,2171.0,2,4765.0,5959.0,0,0
J0372-SKD-L,21552.0,21,981.0,1576.5,0,0
J0372-SKD-M,17007.5,16,1272.0,2039.0,0,0
J0372-SKD-S,7199.0,7,2544.5,3717.5,0,0
J0372-SKD-XL,3231.0,5,4038.0,4401.5,0,0
J0372-SKD-XS,5706.0,6,2976.0,4040.0,0,0
J0372-SKD-XXL,9616.0,9,2068.0,3188.5,0,0
J0372-SKD-XXXL,7199.0,7,2544.5,3717.5,0,0
J0373-KR-L,7102.0,12,2571.5,2615.5,0,0
J0373-KR-M,9501.1,16,2091.0,2039.0,0,0
J0373-KR-S,6421.0,11,2753.0,2774.0,0,0
J0373-KR-XL,10447.43,18,1944.0,1819.5,0,0
J0373-KR-XS,8820.0,15,2207.0,2166.0,0,0
J0373-KR-XXL,13130.86,24,1594.0,1377.5,0,0
J0373-KR-XXXL,9721.43,17,2051.0,1923.5,0,0
J0374-KR-L,3666.0,6,3792.0,4040.0,0,0
J0374-KR-M,605.0,1,6512.5,6746.5,0,1
J0374-KR-XL,2420.0,4,4582.5,4820.5,0,0
J0374-KR-XS,1210.0,2,5648.5,5959.0,0,0
J0374-KR-XXL,3034.0,5,4154.5,4401.5,0,0
J0374-KR-XXXL,3061.0,5,4134.0,4401.5,0,0
J0375-SKD-L,4196.0,4,3547.0,4820.5,0,0
J0375-SKD-M,4152.0,4,3564.0,4820.5,0,0
J0375-SKD-S,2803.0,4,4304.5,4820.5,0,0
J0375-SKD-XL,10978.0,12,1863.0,2615.5,0,0
J0375-SKD-XS,2098.0,2,4815.0,5959.0,0,0
J0375-SKD-XXL,2198.0,2,4740.0,5959.0,0,0
J0375-SKD-XXXL,6194.0,6,2806.0,4040.0,0,0
J0376-SKD-L,31990.33,33,590.0,945.5,0,0
J0376-SKD-M,25324.0,26,817.0,1247.0,0,0
J0376-SKD-S,38077.08,39,459.0,761.5,0,0
J0376-SKD-XL,33376.0,35,564.0,881.0,0,0
J0376-SKD-XS,25113.54,26,826.0,1247.0,0,0
J0376-SKD-XXL,41858.0,42,402.0,698.0,0,0
J0376-SKD-XXXL,23245.0,23,915.0,1445.0,0,0
